"ORA_DOO_ORCHESTRATION_PROCESS_STATUS_RULE_SET.OrchestrationApplicationCode","ORA_DOO_ORCHESTRATION_PROCESS_STATUS_RULE_SET.StatusRulesetCode","Language","Name","SourceLang"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","FRC","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","HR","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","HU","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","I","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","IW","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","JA","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","KO","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","N","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","NL","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","PL","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","PTB","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","RO","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","RU","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","S","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","SF","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","SK","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","TH","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","TR","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","UK","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","US","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","VN","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","ZHS","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 1 of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","ZHT","Copy 1 of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","AR","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","CS","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","D","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","DK","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","E","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","EL","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","F","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","FRC","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","HR","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","HU","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","I","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","IW","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","JA","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","KO","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","N","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","NL","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","PL","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","PTB","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","RO","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","RU","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","S","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","SF","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","SK","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","TH","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","TR","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","UK","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","US","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","VN","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","ZHS","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","ZHT","Copy of Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","AR","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","CS","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","D","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","DK","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","E","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","EL","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","F","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","FRC","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","HR","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","HU","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","I","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","IW","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","JA","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","KO","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","N","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","NL","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","PL","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","PTB","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","RO","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","RU","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","S","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","SF","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","SK","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","TH","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","TR","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","UK","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","US","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","VN","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","ZHS","Copy of Return Order Status Rule Set","US"
"DOO","Copy of DOO_Return_Order_Status_Rule_Set","ZHT","Copy of Return Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","AR","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","CS","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","D","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","DK","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","E","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","EL","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","F","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","FRC","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","HR","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","HU","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","I","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","IW","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","JA","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","KO","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","N","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","NL","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","PL","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","PTB","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","RO","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","RU","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","S","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","SF","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","SK","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","TH","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","TR","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","UK","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","US","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","VN","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","ZHS","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","ZHT","Copy of Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","CustomDOO_CloseOrder","AR","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","CS","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","D","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","DK","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","E","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","EL","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","F","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","FRC","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","HR","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","HU","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","I","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","IW","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","JA","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","KO","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","N","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","NL","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","PL","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","PTB","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","RO","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","RU","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","S","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","SF","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","SK","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","TH","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","TR","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","UK","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","US","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","VN","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","ZHS","CustomDOO_CloseOrder","US"
"DOO","CustomDOO_CloseOrder","ZHT","CustomDOO_CloseOrder","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","AR","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","CS","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","D","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","DK","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","E","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","EL","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","ESA","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","ET","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","F","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","FRC","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","HR","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","HU","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","I","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","IS","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","IW","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","JA","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","KO","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","LT","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","LV","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","N","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","NL","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","PL","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 2 of Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","PT","Copy 2 of Copy 3 of Ship Order Status Rule Set-Version 2","US"
